attacktype1_txt,iyear,weaptype1,region_txt,nkill,nwound,nperps,success
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,8.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Assassination,2015,5,Middle East & North Africa,2.0,1.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,4.0,6.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,1.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,1.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,0.0,3.0,-99.0,1
Armed Assault,2015,6,Sub-Saharan Africa,1.0,3.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,1.0,2.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,8.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2015,5,Eastern Europe,1.0,0.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,1.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,Southeast Asia,,,-99.0,1
Bombing/Explosion,2015,6,Western Europe,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,2.0,1
Bombing/Explosion,2015,6,South Asia,2.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Bombing/Explosion,2015,6,North America,16.0,17.0,2.0,1
Hostage Taking (Kidnapping),2015,6,South Asia,,,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,3.0,-99.0,1
Armed Assault,2015,5,South America,1.0,1.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,14.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,1.0,1.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,1.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Armed Assault,2015,5,Sub-Saharan Africa,,,-99.0,0
Bombing/Explosion,2015,6,Sub-Saharan Africa,,,-99.0,1
Armed Assault,2015,8,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Assassination,2015,5,Southeast Asia,1.0,0.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,6.0,5.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,5.0,5.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,13,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,12.0,,-99.0,1
Unknown,2015,13,Middle East & North Africa,,,-99.0,0
Hostage Taking (Kidnapping),2015,9,South Asia,1.0,0.0,-99.0,1
Assassination,2015,5,Sub-Saharan Africa,1.0,1.0,8.0,1
Hostage Taking (Kidnapping),2015,13,Middle East & North Africa,2.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,5.0,-99.0,1
Unknown,2015,13,Middle East & North Africa,2.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,1.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,0.0,2.0,0
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,10.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,10.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,10.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,10.0,1
Hostage Taking (Kidnapping),2015,13,South America,0.0,0.0,-99.0,1
Assassination,2015,6,Sub-Saharan Africa,1.0,0.0,1.0,1
Bombing/Explosion,2015,6,Eastern Europe,1.0,5.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,13.0,3.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,1.0,0.0,1.0,1
Armed Assault,2015,5,South Asia,6.0,0.0,4.0,1
Facility/Infrastructure Attack,2015,8,South Asia,0.0,0.0,-99.0,1
Unknown,2015,13,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2015,9,Middle East & North Africa,1.0,1.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,2.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,0.0,0.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,3.0,2.0,1
Facility/Infrastructure Attack,2015,8,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,1.0,3.0,4.0,1
Hostage Taking (Kidnapping),2015,5,South Asia,1.0,1.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Sub-Saharan Africa,0.0,0.0,15.0,1
Bombing/Explosion,2015,6,Western Europe,0.0,0.0,-99.0,0
Hostage Taking (Kidnapping),2015,5,Sub-Saharan Africa,0.0,1.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2015,8,Sub-Saharan Africa,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,8,South Asia,0.0,0.0,-99.0,1
Armed Assault,2015,5,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,8.0,-99.0,1
Unknown,2015,13,Middle East & North Africa,2.0,0.0,-99.0,1
Unknown,2015,13,Middle East & North Africa,3.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,3.0,2.0,1.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,4.0,0.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,15.0,11.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,0.0,1.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Unknown,2015,13,Middle East & North Africa,1.0,0.0,-99.0,0
Armed Assault,2015,5,South Asia,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,10.0,-99.0,1
Unknown,2015,13,Eastern Europe,20.0,30.0,100.0,1
Assassination,2015,6,Sub-Saharan Africa,3.0,0.0,6.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,5.0,0
Armed Assault,2015,9,Middle East & North Africa,1.0,1.0,1.0,1
Armed Assault,2015,9,Middle East & North Africa,2.0,1.0,2.0,1
Unarmed Assault,2015,10,Middle East & North Africa,1.0,2.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,15.0,12.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,South Asia,0.0,0.0,12.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,14.0,7.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Assassination,2015,5,Sub-Saharan Africa,1.0,1.0,-99.0,0
Hostage Taking (Kidnapping),2015,5,South Asia,0.0,0.0,-99.0,1
Assassination,2015,6,Southeast Asia,0.0,,-99.0,0
Bombing/Explosion,2015,6,South Asia,0.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Western Europe,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Assassination,2015,5,Southeast Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Sub-Saharan Africa,7.0,44.0,1.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,6.0,43.0,1.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,6.0,43.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Armed Assault,2015,5,South Asia,30.0,15.0,300.0,1
Assassination,2015,5,Middle East & North Africa,4.0,0.0,-99.0,1
Assassination,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Assassination,2015,5,Southeast Asia,1.0,1.0,1.0,0
Armed Assault,2015,9,Western Europe,0.0,3.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,2.0,2.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,10.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,1.0,0.0,2.0,1
Bombing/Explosion,2015,6,South Asia,0.0,2.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,2.0,-99.0,1
Unarmed Assault,2015,9,North America,0.0,1.0,1.0,1
Unknown,2015,13,Sub-Saharan Africa,,,-99.0,1
Facility/Infrastructure Attack,2015,8,Australasia & Oceania,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Australasia & Oceania,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,7.0,-99.0,1
Hostage Taking (Kidnapping),2015,9,Middle East & North Africa,1.0,1.0,-99.0,1
Hostage Taking (Kidnapping),2015,9,Middle East & North Africa,0.0,7.0,-99.0,1
Armed Assault,2015,6,Sub-Saharan Africa,0.0,,-99.0,1
Hostage Taking (Kidnapping),2015,13,South America,,,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,4.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,0.0,3.0,-99.0,1
Assassination,2015,6,Middle East & North Africa,7.0,3.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,8,South Asia,0.0,1.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,0.0,3.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,10.0,15.0,2.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,6.0,-99.0,1
Armed Assault,2015,9,Middle East & North Africa,1.0,2.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,2.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,0.0,0.0,-99.0,1
Unknown,2015,13,South Asia,0.0,2.0,5.0,1
Armed Assault,2015,5,Central Asia,0.0,0.0,-99.0,0
Assassination,2015,5,South America,2.0,0.0,1.0,0
Armed Assault,2015,5,South Asia,0.0,1.0,-99.0,1
Unarmed Assault,2015,8,East Asia,0.0,13.0,100.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,3.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,3.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,20.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,1.0,22.0,1.0,1
Bombing/Explosion,2015,6,Eastern Europe,0.0,8.0,1.0,1
Bombing/Explosion,2015,6,Southeast Asia,2.0,5.0,20.0,1
Armed Assault,2015,5,South Asia,0.0,8.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,1.0,2.0,1
Bombing/Explosion,2015,6,South Asia,2.0,2.0,3.0,1
Bombing/Explosion,2015,6,Eastern Europe,0.0,5.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,3.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Armed Assault,2015,5,South Asia,0.0,0.0,2.0,0
Armed Assault,2015,5,Eastern Europe,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,10.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,3.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,0.0,1.0,-99.0,1
Hostage Taking (Kidnapping),2015,13,South Asia,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,13,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,4.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,6.0,-99.0,1
Hostage Taking (Barricade Incident),2015,5,South Asia,73.0,37.0,10.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,4.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,1.0,1.0,-99.0,1
Armed Assault,2015,5,South Asia,12.0,0.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,2.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,4.0,4.0,-99.0,1
Assassination,2015,5,South Asia,1.0,0.0,-99.0,1
Assassination,2015,5,South Asia,2.0,0.0,-99.0,1
Armed Assault,2015,5,South Asia,5.0,5.0,150.0,1
Hostage Taking (Kidnapping),2015,12,Sub-Saharan Africa,1.0,0.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,2.0,-99.0,1
Armed Assault,2015,5,South Asia,0.0,10.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,8.0,12.0,-99.0,1
Unknown,2015,13,Middle East & North Africa,4.0,0.0,4.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Armed Assault,2015,9,Middle East & North Africa,2.0,0.0,1.0,1
Facility/Infrastructure Attack,2015,8,North America,0.0,0.0,1.0,1
Hostage Taking (Kidnapping),2015,13,South Asia,1.0,0.0,3.0,1
Bombing/Explosion,2015,6,South Asia,0.0,1.0,-99.0,1
Armed Assault,2015,5,South Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,2.0,5.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,6.0,2.0,30.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Hostage Taking (Kidnapping),2015,9,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,2.0,-99.0,1
Armed Assault,2015,6,South America,1.0,1.0,-99.0,1
Facility/Infrastructure Attack,2015,8,South Asia,16.0,11.0,-99.0,1
Unknown,2015,13,Middle East & North Africa,0.0,0.0,3.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,2.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,5.0,2.0,5.0,1
Bombing/Explosion,2015,6,Eastern Europe,2.0,7.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,2.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,0.0,1.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,3.0,-99.0,1
Hostage Taking (Kidnapping),2015,9,South Asia,1.0,,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,12.0,20.0,1.0,1
Facility/Infrastructure Attack,2015,8,Sub-Saharan Africa,0.0,0.0,-99.0,1
Assassination,2015,5,Middle East & North Africa,0.0,2.0,-99.0,0
Armed Assault,2015,9,Middle East & North Africa,1.0,2.0,1.0,1
Hostage Taking (Kidnapping),2015,13,Sub-Saharan Africa,,,-99.0,1
Assassination,2015,5,Southeast Asia,1.0,0.0,1.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,South Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,8.0,-99.0,1
Armed Assault,2015,8,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,5.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,4.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,Sub-Saharan Africa,7.0,11.0,-99.0,1
Unknown,2015,13,Sub-Saharan Africa,,,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,1.0,-99.0,1
Unarmed Assault,2015,9,Middle East & North Africa,0.0,0.0,-99.0,0
Armed Assault,2015,5,Middle East & North Africa,1.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Armed Assault,2015,6,Eastern Europe,0.0,0.0,-99.0,1
Armed Assault,2015,6,Eastern Europe,0.0,0.0,-99.0,1
Armed Assault,2015,6,Eastern Europe,0.0,0.0,-99.0,1
Armed Assault,2015,6,Eastern Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Eastern Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Eastern Europe,0.0,0.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,11.0,0.0,-99.0,1
Armed Assault,2015,5,South Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,8.0,34.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,8.0,34.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,9.0,33.0,1.0,1
Armed Assault,2015,6,South Asia,0.0,2.0,3.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,3.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,14.0,,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,15.0,,-99.0,1
Hostage Taking (Kidnapping),2015,13,Southeast Asia,0.0,0.0,50.0,1
Unarmed Assault,2015,10,Middle East & North Africa,0.0,4.0,1.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,1.0,1.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Hostage Taking (Barricade Incident),2015,13,Sub-Saharan Africa,0.0,,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,3.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,0.0,-99.0,0
Unknown,2015,13,South Asia,1.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2015,8,Western Europe,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2015,13,South Asia,0.0,0.0,9.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,6.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,6.0,-99.0,1
Assassination,2015,5,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Sub-Saharan Africa,8.0,22.0,2.0,1
Assassination,2015,13,Sub-Saharan Africa,2.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,Middle East & North Africa,,,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,8.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Southeast Asia,0.0,2.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,Middle East & North Africa,0.0,0.0,-99.0,1
Assassination,2015,5,Southeast Asia,1.0,0.0,2.0,1
Bombing/Explosion,2015,6,South Asia,5.0,0.0,1.0,1
Bombing/Explosion,2015,6,South Asia,12.0,7.0,4.0,1
Armed Assault,2015,5,South Asia,1.0,0.0,-99.0,1
Armed Assault,2015,5,Southeast Asia,2.0,2.0,12.0,1
Armed Assault,2015,5,Sub-Saharan Africa,29.0,7.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,29.0,7.0,-99.0,1
Armed Assault,2015,5,Sub-Saharan Africa,29.0,7.0,-99.0,1
Bombing/Explosion,2015,6,Sub-Saharan Africa,0.0,17.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,0.0,2.0,4.0,1
Facility/Infrastructure Attack,2015,8,North America,0.0,0.0,1.0,1
Armed Assault,2015,5,Sub-Saharan Africa,2.0,2.0,2.0,1
Unknown,2015,13,Sub-Saharan Africa,5.0,10.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,0.0,1.0,1.0,0
Unarmed Assault,2015,10,Middle East & North Africa,1.0,0.0,1.0,0
Armed Assault,2015,5,Sub-Saharan Africa,1.0,0.0,-99.0,1
Unarmed Assault,2015,9,Sub-Saharan Africa,0.0,40.0,-99.0,1
Unknown,2015,13,South Asia,5.0,0.0,7.0,0
Armed Assault,2015,5,South Asia,1.0,0.0,-99.0,1
Assassination,2015,5,Southeast Asia,1.0,0.0,-99.0,1
Unknown,2015,13,Sub-Saharan Africa,1.0,4.0,-99.0,1
Armed Assault,2015,5,South Asia,0.0,4.0,7.0,1
Hostage Taking (Kidnapping),2015,5,Sub-Saharan Africa,,,-99.0,1
Armed Assault,2015,8,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,7.0,10.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,1.0,3.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,2.0,7.0,-99.0,1
Assassination,2015,5,Sub-Saharan Africa,7.0,0.0,-99.0,0
Facility/Infrastructure Attack,2015,8,Sub-Saharan Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2015,6,Southeast Asia,0.0,0.0,1.0,1
Assassination,2015,5,Sub-Saharan Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,1.0,4.0,-99.0,1
Assassination,2015,5,South Asia,0.0,1.0,2.0,0
Assassination,2015,5,South Asia,1.0,0.0,2.0,1
Bombing/Explosion,2015,6,Southeast Asia,3.0,14.0,-99.0,1
Assassination,2015,5,South Asia,1.0,2.0,-99.0,1
Bombing/Explosion,2015,6,Western Europe,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,11.0,35.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,12.0,35.0,1.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,0.0,10.0,-99.0,1
Bombing/Explosion,2015,6,Middle East & North Africa,3.0,0.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,1.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2015,5,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2015,6,South Asia,0.0,2.0,-99.0,1
Armed Assault,2015,5,Middle East & North Africa,0.0,2.0,-99.0,1
Facility/Infrastructure Attack,2015,8,Western Europe,0.0,0.0,-99.0,1
Armed Assault,2015,9,Western Europe,0.0,1.0,2.0,1
Hostage Taking (Kidnapping),2015,5,South Asia,1.0,0.0,-99.0,1
